Year,Category,Energy Carrier,TJ
2001,"Energy conversion- conventional-thermal power, television heating and television power plants",Garbage and industrial waste,-35910.0
2001,"Energy conversion- conventional-thermal power, television heating and television power plants",crude oil,
2001,"Energy conversion- conventional-thermal power, television heating and television power plants",Extendation of renewable energies,
2001,"Energy conversion- conventional-thermal power, television heating and television power plants",Hydropower,
2001,export,electricity,-124340.0
2001,export,Petroleum,-24430.0
2001,export,District heating,
2001,export,gas,
2001,export,Wood energy,-380.0
2001,export,Core fuel,
2001,export,Money,-20.0
2001,export,Garbage and industrial waste,
2001,export,crude oil,
2001,export,Extendation of renewable energies,0.0
2001,export,Hydropower,
2001,import,electricity,86750.0
2001,import,Petroleum,375000.0
2001,import,District heating,
2001,import,gas,106040.0
2001,import,Wood energy,420.0
2001,import,Core fuel,275920.0
2001,import,Money,5330.0
2001,import,Garbage and industrial waste,
2001,import,crude oil,209970.0
2001,import,Extendation of renewable energies,0.0
2001,import,Hydropower,
2001,Domestic production,electricity,
2001,Domestic production,Petroleum,
2001,Domestic production,District heating,
2001,Domestic production,gas,0.0
2001,Domestic production,Wood energy,30160.0
2001,Domestic production,Core fuel,
2001,Domestic production,Money,0.0
2001,Domestic production,Garbage and industrial waste,46360.0
2001,Domestic production,crude oil,0.0
2001,Domestic production,Extendation of renewable energies,7920.0
2001,Domestic production,Hydropower,152140.0
2001,Warehouse change,electricity,
2001,Warehouse change,Petroleum,-12590.0
2001,Warehouse change,District heating,
2001,Warehouse change,gas,
2001,Warehouse change,Wood energy,
2001,Warehouse change,Core fuel,
2001,Warehouse change,Money,720.0
2001,Warehouse change,Garbage and industrial waste,
2001,Warehouse change,crude oil,-130.0
2001,Warehouse change,Extendation of renewable energies,
2001,Warehouse change,Hydropower,
2001,Non -energy consumption,electricity,
2001,Non -energy consumption,Petroleum,-22230.0
2001,Non -energy consumption,District heating,
2001,Non -energy consumption,gas,
2001,Non -energy consumption,Wood energy,
2001,Non -energy consumption,Core fuel,
2001,Non -energy consumption,Money,
2001,Non -energy consumption,Garbage and industrial waste,
2001,Non -energy consumption,crude oil,
2001,Non -energy consumption,Extendation of renewable energies,
2001,Non -energy consumption,Hydropower,
2002,Gross consumption,electricity,-16230.0
2002,Gross consumption,Petroleum,312460.0
2002,Gross consumption,District heating,
2002,Gross consumption,gas,104080.0
2002,Gross consumption,Wood energy,29090.0
2002,Gross consumption,Core fuel,280280.0
2002,Gross consumption,Money,5560.0
2002,Gross consumption,Garbage and industrial waste,48150.0
2002,Gross consumption,crude oil,210250.0
2002,Gross consumption,Extendation of renewable energies,8010.0
2002,Gross consumption,Hydropower,131450.0
2002,"Self -consumption of the energy sector, network losses, consumption of storage",electricity,-23310.0
2002,"Self -consumption of the energy sector, network losses, consumption of storage",Petroleum,-11510.0
2002,"Self -consumption of the energy sector, network losses, consumption of storage",District heating,-950.0
2002,"Self -consumption of the energy sector, network losses, consumption of storage",gas,-190.0
2002,"Self -consumption of the energy sector, network losses, consumption of storage",Wood energy,
2002,"Self -consumption of the energy sector, network losses, consumption of storage",Core fuel,
2002,"Self -consumption of the energy sector, network losses, consumption of storage",Money,
2002,"Self -consumption of the energy sector, network losses, consumption of storage",Garbage and industrial waste,
2002,"Self -consumption of the energy sector, network losses, consumption of storage",crude oil,
2002,"Self -consumption of the energy sector, network losses, consumption of storage",Extendation of renewable energies,
2002,"Self -consumption of the energy sector, network losses, consumption of storage",Hydropower,
2002,End consumption - services,electricity,56040.0
2002,End consumption - services,Petroleum,52550.0
2002,End consumption - services,District heating,2920.0
2002,End consumption - services,gas,21100.0
2002,End consumption - services,Wood energy,4190.0
2002,End consumption - services,Core fuel,
2002,End consumption - services,Money,0.0
2002,End consumption - services,Garbage and industrial waste,0.0
2002,End consumption - services,crude oil,
2002,End consumption - services,Extendation of renewable energies,1950.0
2002,End consumption - services,Hydropower,
2002,End consumption - households,electricity,58650.0
2002,End consumption - households,Petroleum,117820.0
2002,End consumption - households,District heating,5210.0
2002,End consumption - households,gas,37930.0
2002,End consumption - households,Wood energy,17980.0
2002,End consumption - households,Core fuel,
2002,End consumption - households,Money,130.0
2002,End consumption - households,Garbage and industrial waste,0.0
2002,End consumption - households,crude oil,
2002,End consumption - households,Extendation of renewable energies,4340.0
2002,End consumption - households,Hydropower,
2002,End consumption - industry,electricity,65260.0
2002,End consumption - industry,Petroleum,34400.0
2002,End consumption - industry,District heating,5890.0
2002,End consumption - industry,gas,31170.0
2002,End consumption - industry,Wood energy,5970.0
2002,End consumption - industry,Core fuel,
2002,End consumption - industry,Money,5430.0
2002,End consumption - industry,Garbage and industrial waste,10190.0
2002,End consumption - industry,crude oil,
2002,End consumption - industry,Extendation of renewable energies,510.0
2002,End consumption - industry,Hydropower,
2002,End consumption - statistical difference including agriculture,electricity,3650.0
2002,End consumption - statistical difference including agriculture,Petroleum,3470.0
2002,End consumption - statistical difference including agriculture,District heating,0.0
2002,End consumption - statistical difference including agriculture,gas,3830.0
2002,End consumption - statistical difference including agriculture,Wood energy,600.0
2002,End consumption - statistical difference including agriculture,Core fuel,
2002,End consumption - statistical difference including agriculture,Money,0.0
2002,End consumption - statistical difference including agriculture,Garbage and industrial waste,0.0
2002,End consumption - statistical difference including agriculture,crude oil,
2002,End consumption - statistical difference including agriculture,Extendation of renewable energies,60.0
2002,End consumption - statistical difference including agriculture,Hydropower,
2002,End consumption - total,electricity,194500.0
2002,End consumption - total,Petroleum,488050.0
2002,End consumption - total,District heating,14020.0
2002,End consumption - total,gas,95240.0
2002,End consumption - total,Wood energy,28740.0
2002,End consumption - total,Core fuel,0.0
2002,End consumption - total,Money,5560.0
2002,End consumption - total,Garbage and industrial waste,10190.0
2002,End consumption - total,crude oil,0.0
2002,End consumption - total,Extendation of renewable energies,6930.0
2002,End consumption - total,Hydropower,0.0
2002,End consumption - traffic,electricity,10900.0
2002,End consumption - traffic,Petroleum,279810.0
2002,End consumption - traffic,District heating,
2002,End consumption - traffic,gas,1210.0
2002,End consumption - traffic,Wood energy,
2002,End consumption - traffic,Core fuel,
2002,End consumption - traffic,Money,
2002,End consumption - traffic,Garbage and industrial waste,
2002,End consumption - traffic,crude oil,
2002,End consumption - traffic,Extendation of renewable energies,70.0
2002,End consumption - traffic,Hydropower,
2002,Energy conversion - various renewable,electricity,700.0
2002,Energy conversion - various renewable,Petroleum,
2002,Energy conversion - various renewable,District heating,30.0
2002,Energy conversion - various renewable,gas,10.0
2002,Energy conversion - various renewable,Wood energy,-120.0
2002,Energy conversion - various renewable,Core fuel,
2002,Energy conversion - various renewable,Money,
2002,Energy conversion - various renewable,Garbage and industrial waste,
2002,Energy conversion - various renewable,crude oil,
2002,Energy conversion - various renewable,Extendation of renewable energies,-1080.0
2002,Energy conversion - various renewable,Hydropower,
2002,Energy conversion - gas works,electricity,
2002,Energy conversion - gas works,Petroleum,-100.0
2002,Energy conversion - gas works,District heating,
2002,Energy conversion - gas works,gas,90.0
